Order No,Sales($),Quantity,Discount,Profit($),Price($)
7453,"1,415.76 ",6,0.2,88.49 ,"1,769.70 "
7454,148.48 ,2,0.2,16.70 ,185.60 
7455,9.25 ,4,0.2,3.12 ,11.56 
7456,"1,036.62 ",2,0.2,51.83 ,"1,295.78 "
7457,569.64 ,2,0,148.11 ,569.64 
7458,9.14 ,1,0,4.57 ,9.14 
7459,"1,196.86 ",7,0,119.69 ,"1,196.86 "
7460,523.26 ,9,0,125.58 ,523.26 
7461,639.97 ,4,0.2,215.99 ,799.96 
7462,52.76 ,2,0,24.27 ,52.76 
7463,538.92 ,9,0,80.84 ,538.92 
7464,14.88 ,2,0,3.72 ,14.88 
7465,34.24 ,8,0,15.41 ,34.24 
7466,261.74 ,2,0,65.44 ,261.74 
7467,87.84 ,8,0,23.72 ,87.84 
7468,34.92 ,4,0,11.87 ,34.92 
7469,14.94 ,3,0,7.02 ,14.94 
7470,14.56 ,2,0,6.26 ,14.56 
7471,3.58 ,4,0.7,-2.86 ,11.92 
7472,147.18 ,2,0.2,-29.44 ,183.98 
7473,"1,499.95 ",5,0,449.99 ,"1,499.95 "
7474,13.57 ,4,0.2,3.22 ,16.96 
7475,"2,573.82 ",9,0,746.41 ,"2,573.82 "
7476,609.98 ,2,0,274.49 ,609.98 
7477,5.48 ,2,0,1.48 ,5.48 
7478,391.98 ,2,0,113.67 ,391.98 
7479,755.96 ,4,0,204.11 ,755.96 
7480,31.12 ,4,0,0.31 ,31.12 
7481,6.54 ,1,0,3.01 ,6.54 
7482,12.78 ,1,0,5.75 ,12.78 
7483,18.46 ,4,0.2,6.92 ,23.08 
7484,445.80 ,7,0.3,-108.27 ,636.86 
7485,2.48 ,1,0,0.87 ,2.48 
7486,25.90 ,5,0,12.69 ,25.90 
7487,29.90 ,5,0,14.65 ,29.90 
7488,"2,249.91 ",9,0,517.48 ,"2,249.91 "
7489,"1,053.16 ",4,0.3,-105.32 ,"1,504.52 "
7490,12.96 ,2,0,6.22 ,12.96 
7491,106.68 ,6,0,33.07 ,106.68 
7492,119.94 ,6,0,6.00 ,119.94 
7493,10.27 ,3,0.2,3.21 ,12.84 
7494,512.19 ,5,0.3,-65.85 ,731.70 
7495,1.56 ,2,0.8,-4.20 ,7.78 
7496,4.45 ,2,0.2,1.45 ,5.56 
7497,276.69 ,3,0,49.80 ,276.69 
7498,4.96 ,4,0,2.33 ,4.96 
7499,71.92 ,4,0,20.86 ,71.92 
7500,18.84 ,3,0,7.91 ,18.84 
7501,140.97 ,3,0,19.74 ,140.97 
7502,470.38 ,3,0.2,52.92 ,587.97 
7503,6.08 ,2,0,2.07 ,6.08 
7504,164.79 ,1,0.2,18.54 ,205.99 
7505,23.36 ,2,0,11.68 ,23.36 
7506,12.18 ,4,0.8,-18.87 ,60.88 
7507,46.38 ,2,0.2,5.22 ,57.98 
7508,362.92 ,2,0,105.25 ,362.92 
7509,9.25 ,2,0.2,3.35 ,11.56 
7510,"1,889.95 ",9,0.4,-377.99 ,"3,149.91 "
7511,62.04 ,5,0.2,4.65 ,77.55 
7512,396.92 ,5,0.2,148.85 ,496.15 
7513,239.46 ,7,0.2,17.96 ,299.32 
7514,13.12 ,5,0.2,2.13 ,16.40 
7515,29.36 ,2,0,13.51 ,29.36 
7516,214.90 ,5,0,62.32 ,214.90 
7517,15.92 ,4,0,7.48 ,15.92 
7518,146.45 ,5,0,48.33 ,146.45 
7519,15.14 ,1,0,0.61 ,15.14 
7520,5.76 ,2,0,2.65 ,5.76 
7521,"1,399.98 ",2,0,629.99 ,"1,399.98 "
7522,8.95 ,2,0.7,-7.46 ,29.84 
7523,8.86 ,6,0.7,-6.49 ,29.52 
7524,85.25 ,2,0.3,-1.22 ,121.78 
7525,21.73 ,7,0.2,7.60 ,27.16 
7526,"1,487.04 ",5,0.2,148.70 ,"1,858.80 "
7527,71.88 ,6,0,33.06 ,71.88 
7528,9.24 ,3,0,2.96 ,9.24 
7529,35.88 ,6,0,16.15 ,35.88 
7530,17.04 ,3,0.2,5.54 ,21.30 
7531,931.18 ,3,0.2,314.27 ,"1,163.97 "
7532,266.35 ,3,0.2,-13.32 ,332.94 
7533,483.14 ,4,0.2,54.35 ,603.92 
7534,196.78 ,2,0.2,-22.14 ,245.98 
7535,231.92 ,5,0.2,5.80 ,289.90 
7536,29.70 ,3,0,8.02 ,29.70 
7537,13.59 ,2,0.6,-14.27 ,33.98 
7538,70.88 ,2,0,33.31 ,70.88 
7539,114.29 ,1,0.2,12.86 ,142.86 
7540,36.62 ,8,0.7,-24.42 ,122.08 
7541,242.35 ,8,0.7,-363.53 ,807.84 
7542,49.62 ,2,0.2,4.96 ,62.02 
7543,508.70 ,6,0.2,0.00 ,635.88 
7544,57.36 ,6,0.2,-14.34 ,71.70 
7545,906.68 ,5,0.2,68.00 ,"1,133.35 "
7546,719.95 ,6,0.2,72.00 ,899.94 
7547,755.94 ,7,0.2,66.15 ,944.93 
7548,11.98 ,5,0.8,-19.17 ,59.90 
7549,0.90 ,1,0.8,-1.57 ,4.49 
7550,21.20 ,3,0.6,-11.66 ,53.01 
7551,34.74 ,3,0,17.37 ,34.74 
7552,833.94 ,6,0,216.82 ,833.94 
7553,12.96 ,3,0.2,4.54 ,16.20 
7554,25.92 ,4,0,12.44 ,25.92 
7555,349.97 ,7,0.5,-216.98 ,699.93 
7556,22.32 ,5,0.2,5.30 ,27.90 
7557,158.28 ,6,0,72.81 ,158.28 
7558,497.94 ,3,0,224.07 ,497.94 
7559,533.94 ,3,0,154.84 ,533.94 
7560,167.94 ,3,0,82.29 ,167.94 
7561,31.68 ,6,0,9.82 ,31.68 
7562,170.79 ,1,0.3,0.00 ,243.98 
7563,198.74 ,4,0.3,0.00 ,283.92 
7564,63.82 ,2,0.2,13.56 ,79.78 
7565,435.17 ,4,0.2,-59.84 ,543.96 
7566,48.58 ,1,0,7.77 ,48.58 
7567,47.98 ,3,0.2,8.40 ,59.97 
7568,20.74 ,4,0.2,7.26 ,25.92 
7569,26.46 ,9,0,11.91 ,26.46 
7570,49.12 ,4,0,23.09 ,49.12 
7571,15.00 ,3,0,7.20 ,15.00 
7572,194.70 ,5,0,9.74 ,194.70 
7573,591.32 ,4,0,112.35 ,591.32 
7574,2.84 ,1,0,0.88 ,2.84 
7575,221.96 ,2,0,4.44 ,221.96 
7576,236.00 ,4,0,40.12 ,236.00 
7577,41.94 ,2,0,15.10 ,41.94 
7578,52.79 ,1,0.2,4.62 ,65.99 
7579,563.94 ,3,0,112.79 ,563.94 
7580,"2,625.12 ",8,0,735.03 ,"2,625.12 "
7581,17.94 ,3,0,4.49 ,17.94 
7582,422.86 ,3,0.2,15.86 ,528.57 
7583,127.76 ,2,0.1,2.84 ,141.96 
7584,"3,499.93 ",7,0,909.98 ,"3,499.93 "
7585,14.40 ,5,0,6.62 ,14.40 
7586,122.97 ,3,0,60.26 ,122.97 
7587,9.32 ,4,0,2.70 ,9.32 
7588,122.94 ,3,0,59.01 ,122.94 
7589,17.31 ,3,0,5.19 ,17.31 
7590,128.74 ,7,0.2,12.87 ,160.93 
7591,58.25 ,9,0.2,11.65 ,72.81 
7592,71.25 ,2,0.3,-19.34 ,101.78 
7593,7.87 ,3,0.2,0.59 ,9.84 
7594,887.27 ,3,0.3,-63.38 ,"1,267.53 "
7595,146.86 ,7,0,70.49 ,146.86 
7596,36.56 ,4,0,18.28 ,36.56 
7597,225.58 ,3,0.2,22.56 ,281.97 
7598,5.25 ,2,0.2,0.46 ,6.56 
7599,38.26 ,3,0.2,4.78 ,47.82 
7600,40.24 ,5,0.2,13.08 ,50.30 
7601,29.93 ,5,0.7,-21.95 ,99.75 
7602,148.70 ,6,0.2,46.47 ,185.88 
7603,55.92 ,10,0.2,16.78 ,69.90 
7604,12.96 ,2,0,6.22 ,12.96 
7605,25.18 ,3,0.6,-33.36 ,62.94 
7606,5.58 ,2,0.6,-1.68 ,13.96 
7607,"1,297.37 ",9,0.2,97.30 ,"1,621.71 "
7608,264.32 ,2,0.2,19.82 ,330.40 
7609,25.92 ,4,0,12.44 ,25.92 
7610,22.96 ,7,0,6.66 ,22.96 
7611,19.44 ,3,0,9.33 ,19.44 
7612,9.54 ,2,0,4.29 ,9.54 
7613,5.81 ,1,0,1.80 ,5.81 
7614,5.76 ,2,0,1.73 ,5.76 
7615,14.91 ,3,0,4.62 ,14.91 
7616,6.64 ,9,0.7,-4.43 ,22.14 
7617,18.54 ,2,0,8.71 ,18.54 
7618,679.96 ,5,0.2,220.99 ,849.95 
7619,189.58 ,1,0.2,9.48 ,236.97 
7620,71.96 ,5,0.2,7.20 ,89.95 
7621,539.92 ,5,0.2,47.24 ,674.90 
7622,725.34 ,4,0.2,54.40 ,906.68 
7623,7.44 ,3,0,2.60 ,7.44 
7624,39.48 ,1,0,11.05 ,39.48 
7625,850.50 ,5,0.1,245.70 ,945.00 
7626,75.33 ,9,0,19.59 ,75.33 
7627,325.63 ,6,0.2,28.49 ,407.04 
7628,23.34 ,2,0.2,-1.46 ,29.18 
7629,16.52 ,5,0.2,5.37 ,20.65 
7630,335.72 ,5,0.2,113.31 ,419.65 
7631,251.94 ,7,0.2,88.18 ,314.93 
7632,127.30 ,7,0.3,-9.09 ,181.86 
7633,"1,207.84 ",8,0,314.04 ,"1,207.84 "
7634,12.53 ,1,0,5.89 ,12.53 
7635,34.58 ,1,0,10.03 ,34.58 
7636,300.98 ,1,0,87.28 ,300.98 
7637,258.75 ,3,0,77.63 ,258.75 
7638,59.52 ,3,0,15.48 ,59.52 
7639,57.96 ,7,0,27.24 ,57.96 
7640,441.96 ,2,0,101.65 ,441.96 
7641,68.04 ,6,0,33.34 ,68.04 
7642,703.71 ,6,0.7,-938.28 ,"2,345.70 "
7643,17.90 ,4,0.7,-14.92 ,59.68 
7644,11.98 ,4,0.7,-9.18 ,39.92 
7645,67.96 ,5,0.2,0.85 ,84.95 
7646,892.22 ,3,0.2,89.22 ,"1,115.28 "
7647,"1,299.99 ",2,0.5,-572.00 ,"2,599.98 "
7648,4.54 ,2,0.2,1.65 ,5.68 
7649,"1,352.03 ",4,0.2,84.50 ,"1,690.04 "
7650,"1,548.99 ",9,0.4,-464.70 ,"2,581.65 "
7651,19.87 ,3,0.2,6.71 ,24.84 
7652,119.45 ,3,0.2,-13.44 ,149.31 
7653,118.16 ,2,0.2,-25.11 ,147.70 
7654,19.56 ,4,0,5.48 ,19.56 
7655,80.96 ,4,0,29.15 ,80.96 
7656,25.92 ,4,0,12.44 ,25.92 
7657,106.96 ,2,0,31.02 ,106.96 
7658,187.76 ,4,0,76.98 ,187.76 
7659,76.78 ,4,0.7,-53.74 ,255.92 
7660,53.90 ,5,0,25.87 ,53.90 
7661,76.73 ,3,0.6,-53.71 ,191.82 
7662,10.43 ,7,0.8,-18.25 ,52.15 
7663,99.20 ,5,0,25.79 ,99.20 
7664,15.92 ,5,0.2,2.79 ,19.90 
7665,129.92 ,4,0,10.39 ,129.92 
7666,30.40 ,1,0,13.98 ,30.40 
7667,"5,399.91 ",9,0,"2,591.96 ","5,399.91 "
7668,119.10 ,3,0,34.54 ,119.10 
7669,40.08 ,6,0,19.24 ,40.08 
7670,59.94 ,3,0,28.17 ,59.94 
7671,259.98 ,2,0,88.39 ,259.98 
7672,170.98 ,1,0,32.49 ,170.98 
7673,38.97 ,3,0,4.68 ,38.97 
7674,154.90 ,5,0,69.71 ,154.90 
7675,446.07 ,4,0.3,0.00 ,637.24 
7676,152.94 ,3,0,41.29 ,152.94 
7677,23.47 ,3,0.2,4.99 ,29.34 
7678,195.64 ,4,0,91.95 ,195.64 
7679,14.94 ,3,0,7.02 ,14.94 
7680,"1,687.80 ",4,0,742.63 ,"1,687.80 "
7681,341.96 ,2,0,78.65 ,341.96 
7682,605.88 ,6,0,151.47 ,605.88 
7683,186.73 ,1,0.1,41.50 ,207.48 
7684,"3,812.97 ",3,0,"1,906.49 ","3,812.97 "
7685,26.42 ,9,0.2,9.58 ,33.03 
7686,625.99 ,1,0,187.80 ,625.99 
7687,"1,568.61 ",9,0,329.41 ,"1,568.61 "
7688,17.30 ,1,0,8.30 ,17.30 
7689,160.00 ,8,0,62.40 ,160.00 
7690,179.94 ,3,0,50.38 ,179.94 
7691,872.94 ,3,0,157.13 ,872.94 
7692,12.96 ,2,0,6.22 ,12.96 
7693,88.80 ,6,0,44.40 ,88.80 
7694,319.97 ,4,0.2,36.00 ,399.96 
7695,167.89 ,7,0.2,14.69 ,209.86 
7696,163.96 ,5,0.2,59.44 ,204.95 
7697,5.23 ,4,0.8,-8.11 ,26.16 
7698,"1,199.98 ",2,0,467.99 ,"1,199.98 "
7699,73.85 ,1,0,2.22 ,73.85 
7700,25.71 ,3,0,6.68 ,25.71 
7701,17.28 ,6,0,8.12 ,17.28 
7702,526.58 ,2,0.3,-52.66 ,752.26 
7703,11.56 ,2,0,5.66 ,11.56 
7704,209.97 ,3,0,58.79 ,209.97 
7705,447.84 ,4,0,98.52 ,447.84 
7706,479.97 ,3,0,163.19 ,479.97 
7707,8.64 ,3,0,2.51 ,8.64 
7708,11.68 ,2,0,4.20 ,11.68 
7709,40.78 ,3,0.2,0.51 ,50.97 
7710,13.70 ,3,0.7,-9.59 ,45.66 
7711,87.80 ,5,0.2,32.93 ,109.75 
7712,77.95 ,3,0.2,15.59 ,97.44 
7713,147.18 ,2,0.2,-29.44 ,183.98 
7714,47.95 ,3,0.2,16.18 ,59.94 
7715,250.26 ,6,0,72.58 ,250.26 
7716,40.78 ,3,0.2,0.51 ,50.97 
7717,29.60 ,5,0.2,9.25 ,37.00 
7718,1.94 ,2,0.7,-1.36 ,6.46 
7719,159.96 ,4,0,51.19 ,159.96 
7720,59.52 ,3,0,15.48 ,59.52 
7721,17.48 ,2,0,8.22 ,17.48 
7722,13.17 ,2,0.2,4.61 ,16.46 
7723,40.74 ,3,0,12.22 ,40.74 
7724,179.89 ,1,0.3,-2.57 ,256.98 
7725,286.26 ,1,0.2,17.89 ,357.82 
7726,24.22 ,2,0.2,-4.84 ,30.28 
7727,331.54 ,3,0.2,-82.88 ,414.42 
7728,17.52 ,3,0,6.31 ,17.52 
7729,17.86 ,4,0.2,4.24 ,22.32 
7730,431.98 ,3,0.2,-75.60 ,539.97 
7731,291.14 ,4,0.2,-25.47 ,363.92 
7732,114.85 ,4,0.2,35.89 ,143.56 
7733,10.69 ,2,0.2,3.74 ,13.36 
7734,15.23 ,4,0.2,5.52 ,19.04 
7735,12.42 ,3,0,5.22 ,12.42 
7736,19.44 ,3,0,9.33 ,19.44 
7737,70.37 ,4,0.2,26.39 ,87.96 
7738,12.67 ,9,0.2,1.43 ,15.84 
7739,89.95 ,5,0,43.18 ,89.95 
7740,6.58 ,2,0,3.03 ,6.58 
7741,94.99 ,1,0,28.50 ,94.99 
7742,35.12 ,2,0.2,13.17 ,43.90 
7743,25.92 ,4,0,12.44 ,25.92 
7744,7.96 ,2,0,3.74 ,7.96 
7745,566.97 ,3,0,153.08 ,566.97 
7746,9.84 ,3,0,2.85 ,9.84 
7747,25.49 ,2,0.2,4.78 ,31.86 
7748,7.56 ,6,0,0.30 ,7.56 
7749,60.84 ,3,0,19.47 ,60.84 
7750,450.04 ,2,0,58.51 ,450.04 
7751,34.60 ,2,0,16.61 ,34.60 
7752,467.97 ,3,0,140.39 ,467.97 
7753,33.02 ,2,0,15.85 ,33.02 
7754,17.09 ,2,0.2,1.07 ,21.36 
7755,3.01 ,2,0.2,0.34 ,3.76 
7756,268.24 ,7,0.2,93.88 ,335.30 
7757,431.16 ,5,0.2,107.79 ,538.95 
7758,43.60 ,4,0,12.21 ,43.60 
7759,154.95 ,3,0,30.99 ,154.95 
7760,15.55 ,3,0.2,5.44 ,19.44 
7761,42.21 ,2,0.2,13.72 ,52.76 
7762,10.37 ,2,0.2,3.63 ,12.96 
7763,2.22 ,1,0.2,0.56 ,2.78 
7764,74.52 ,9,0,35.02 ,74.52 
7765,17.52 ,3,0,5.26 ,17.52 
7766,"1,779.90 ",5,0,373.78 ,"1,779.90 "
7767,219.90 ,5,0,59.37 ,219.90 
7768,7.15 ,3,0.2,0.72 ,8.94 
7769,26.72 ,5,0.2,9.35 ,33.40 
7770,"1,039.73 ",2,0.2,90.98 ,"1,299.66 "
7771,45.96 ,2,0,13.79 ,45.96 
7772,456.59 ,2,0.7,-304.39 ,"1,521.96 "
7773,"4,499.99 ",5,0.7,"-6,599.98 ","14,999.95 "
7774,59.98 ,3,0.2,12.00 ,74.97 
7775,6.12 ,3,0,2.88 ,6.12 
7776,10.98 ,1,0,2.96 ,10.98 
7777,7.86 ,3,0,3.62 ,7.86 
7778,51.45 ,3,0,13.89 ,51.45 
7779,37.06 ,3,0.2,13.90 ,46.32 
7780,203.92 ,4,0,55.06 ,203.92 
7781,29.56 ,4,0,7.98 ,29.56 
7782,8.57 ,3,0.8,-14.57 ,42.84 
7783,45.25 ,2,0.2,3.96 ,56.56 
7784,876.30 ,10,0.4,-292.10 ,"1,460.50 "
7785,185.38 ,2,0.2,-34.76 ,231.72 
7786,25.06 ,2,0,11.78 ,25.06 
7787,2.89 ,1,0.8,-4.77 ,14.45 
7788,7.90 ,3,0.2,2.47 ,9.87 
7789,22.61 ,3,0.6,-10.17 ,56.52 
7790,30.53 ,8,0.2,9.54 ,38.16 
7791,4.84 ,3,0.7,-3.39 ,16.14 
7792,1.80 ,5,0.8,-2.88 ,9.00 
7793,39.98 ,2,0.2,-1.50 ,49.98 
7794,32.40 ,5,0,15.88 ,32.40 
7795,97.88 ,2,0,48.94 ,97.88 
7796,307.17 ,4,0.2,30.72 ,383.96 
7797,26.90 ,5,0,13.18 ,26.90 
7798,47.01 ,3,0,22.09 ,47.01 
7799,469.99 ,1,0,136.30 ,469.99 
7800,207.85 ,3,0.1,2.31 ,230.94 
7801,324.74 ,3,0.2,-77.13 ,405.93 
7802,40.48 ,2,0,14.57 ,40.48 
7803,12.00 ,4,0.2,4.20 ,15.00 
7804,720.06 ,4,0.2,-63.01 ,900.08 
7805,25.42 ,1,0.2,-4.77 ,31.78 
7806,2.82 ,2,0.2,0.32 ,3.52 
7807,3.20 ,2,0.7,-2.56 ,10.68 
7808,30.83 ,7,0.7,-24.66 ,102.76 
7809,47.62 ,3,0.2,5.95 ,59.52 
7810,108.78 ,2,0.2,10.88 ,135.98 
7811,4.77 ,1,0,2.15 ,4.77 
7812,7.98 ,3,0,2.07 ,7.98 
7813,550.43 ,3,0.3,-47.18 ,786.33 
7814,10.56 ,6,0,4.65 ,10.56 
7815,"1,497.67 ",2,0.15,140.96 ,"1,761.96 "
7816,17.52 ,2,0.2,-3.50 ,21.90 
7817,113.22 ,3,0,29.44 ,113.22 
7818,35.88 ,6,0,17.58 ,35.88 
7819,"4,535.98 ",3,0.2,"1,644.29 ","5,669.97 "
7820,11.84 ,8,0,5.68 ,11.84 
7821,592.74 ,6,0,160.04 ,592.74 
7822,111.67 ,9,0.2,6.98 ,139.59 
7823,8.64 ,3,0,2.51 ,8.64 
7824,149.97 ,3,0,52.49 ,149.97 
7825,232.88 ,5,0.2,17.47 ,291.10 
7826,90.88 ,1,0.1,15.15 ,100.98 
7827,508.77 ,4,0.2,38.16 ,635.96 
7828,9.91 ,3,0.2,3.22 ,12.39 
7829,63.94 ,3,0.2,6.39 ,79.92 
7830,59.52 ,3,0,15.48 ,59.52 
7831,311.98 ,3,0.2,39.00 ,389.97 
7832,50.35 ,3,0.2,17.62 ,62.94 
7833,19.14 ,2,0.2,1.91 ,23.92 
7834,13.12 ,5,0.2,2.13 ,16.40 
7835,241.57 ,2,0.2,-15.10 ,301.96 
7836,479.92 ,2,0.2,41.99 ,599.90 
7837,307.14 ,4,0.2,-11.52 ,383.92 
7838,12.60 ,2,0,5.80 ,12.60 
7839,159.98 ,2,0,57.59 ,159.98 
7840,6.12 ,3,0,2.88 ,6.12 
7841,"1,184.72 ",4,0,106.62 ,"1,184.72 "
7842,45.96 ,2,0,13.79 ,45.96 
7843,58.05 ,3,0,26.70 ,58.05 
7844,71.28 ,11,0,34.21 ,71.28 
7845,124.40 ,4,0.3,-21.33 ,177.72 
7846,154.90 ,5,0,69.71 ,154.90 
7847,"1,871.88 ",12,0,561.56 ,"1,871.88 "
7848,16.19 ,2,0.6,-6.88 ,40.48 
7849,18.94 ,3,0.2,-3.79 ,23.67 
7850,12.67 ,3,0.2,-3.17 ,15.84 
7851,5.04 ,2,0.2,1.76 ,6.30 
7852,8.45 ,2,0.2,2.96 ,10.56 
7853,20.39 ,2,0.8,-53.01 ,101.94 
7854,9.96 ,2,0,4.88 ,9.96 
7855,320.64 ,4,0,89.78 ,320.64 
7856,52.00 ,4,0,23.40 ,52.00 
7857,25.58 ,2,0.2,8.95 ,31.98 
7858,464.00 ,5,0,134.56 ,464.00 
7859,235.95 ,3,0,77.86 ,235.95 
7860,39.96 ,4,0,17.98 ,39.96 
7861,18.53 ,4,0.7,-12.35 ,61.76 
7862,17.90 ,2,0,3.40 ,17.90 
7863,81.96 ,2,0,0.00 ,81.96 
7864,272.74 ,3,0.2,-64.77 ,340.92 
7865,18.50 ,4,0.2,6.70 ,23.12 
7866,441.92 ,2,0.2,49.72 ,552.40 
7867,127.76 ,6,0.7,-191.65 ,425.88 
7868,166.44 ,3,0,79.89 ,166.44 
7869,13.38 ,2,0,6.15 ,13.38 
7870,24.00 ,2,0.2,-2.70 ,30.00 
7871,24.45 ,4,0.2,8.86 ,30.56 
7872,6.16 ,2,0,2.96 ,6.16 
7873,915.14 ,4,0.2,102.95 ,"1,143.92 "
7874,8.56 ,2,0,3.85 ,8.56 
7875,97.82 ,2,0,45.98 ,97.82 
7876,31.10 ,6,0.2,11.28 ,38.88 
7877,11.18 ,1,0.2,0.84 ,13.97 
7878,5.04 ,2,0.2,1.76 ,6.30 
7879,242.18 ,4,0.6,-302.72 ,605.44 
7880,337.18 ,2,0.4,-118.01 ,561.96 
7881,13.34 ,6,0.2,1.00 ,16.68 
7882,76.75 ,6,0.2,10.55 ,95.94 
7883,102.34 ,8,0.2,14.07 ,127.92 
7884,10.32 ,2,0.2,3.74 ,12.90 
7885,47.32 ,7,0.2,5.92 ,59.15 
7886,23.38 ,3,0.2,7.01 ,29.22 
7887,16.72 ,5,0.2,3.34 ,20.90 
7888,16.19 ,1,0.2,4.66 ,20.24 
7889,32.40 ,5,0,15.55 ,32.40 
7890,19.89 ,9,0,5.37 ,19.89 
7891,399.98 ,2,0,171.99 ,399.98 
7892,343.85 ,5,0,137.54 ,343.85 
7893,106.32 ,3,0,49.97 ,106.32 
7894,13.92 ,3,0.2,4.35 ,17.40 
7895,82.40 ,5,0,40.38 ,82.40 
7896,6.24 ,2,0,3.06 ,6.24 
7897,447.84 ,8,0,219.44 ,447.84 
7898,272.05 ,7,0.2,30.61 ,340.06 
7899,"1,614.58 ",6,0.7,"-1,237.85 ","5,381.94 "
7900,24.32 ,5,0.2,9.12 ,30.40 
7901,1.58 ,2,0.2,0.48 ,1.98 
7902,31.98 ,1,0.2,0.00 ,39.98 
7903,14.76 ,5,0.2,4.80 ,18.45 
7904,423.65 ,2,0.2,47.66 ,529.56 
7905,76.64 ,2,0.2,26.82 ,95.80 
7906,4.46 ,1,0.2,1.67 ,5.58 
7907,3.96 ,10,0.8,-6.93 ,19.80 
7908,715.64 ,2,0,178.91 ,715.64 
7909,268.70 ,3,0.2,6.72 ,335.88 
7910,21.92 ,8,0,5.92 ,21.92 
7911,48.72 ,3,0,7.31 ,48.72 
7912,205.67 ,2,0.15,-12.10 ,241.96 
7913,30.34 ,2,0.6,-31.86 ,75.86 
7914,25.70 ,2,0.2,1.93 ,32.12 
7915,"3,404.50 ",5,0,"1,668.21 ","3,404.50 "
7916,101.34 ,3,0,8.11 ,101.34 
7917,344.37 ,4,0.3,-93.47 ,491.96 
7918,30.38 ,1,0.2,3.80 ,37.98 
7919,22.85 ,2,0.2,7.43 ,28.56 
7920,38.62 ,2,0,10.81 ,38.62 
7921,59.98 ,2,0,10.80 ,59.98 
7922,174.30 ,3,0,81.92 ,174.30 
7923,383.96 ,5,0.2,38.40 ,479.95 
7924,15.57 ,3,0.7,-11.42 ,51.90 
7925,22.32 ,4,0,10.71 ,22.32 
7926,103.60 ,7,0,51.80 ,103.60 
7927,2.97 ,3,0,1.34 ,2.97 
7928,569.99 ,1,0,171.00 ,569.99 
7929,50.97 ,3,0,9.17 ,50.97 
7930,298.12 ,6,0.3,-4.26 ,425.88 
7931,59.52 ,3,0,17.86 ,59.52 
7932,230.28 ,3,0.2,23.03 ,287.85 
7933,105.52 ,5,0.2,34.29 ,131.90 
7934,23.36 ,2,0,11.68 ,23.36 
7935,71.98 ,3,0.2,9.00 ,89.97 
7936,8.56 ,2,0,3.85 ,8.56 
7937,13.92 ,3,0.2,4.87 ,17.40 
7938,"2,518.29 ",9,0,654.76 ,"2,518.29 "
7939,540.57 ,3,0,140.55 ,540.57 
7940,221.06 ,8,0.2,77.37 ,276.32 
7941,81.42 ,2,0.2,-9.16 ,101.78 
7942,134.80 ,10,0,35.05 ,134.80 
7943,39.58 ,9,0.8,-59.37 ,197.91 
7944,44.69 ,7,0.2,5.03 ,55.86 
7945,31.74 ,2,0.2,2.38 ,39.68 
7946,40.98 ,5,0.8,-65.57 ,204.90 
7947,3.17 ,3,0.8,-5.07 ,15.84 
7948,18.84 ,5,0.2,-3.53 ,23.55 
7949,362.25 ,6,0.3,0.00 ,517.50 
7950,63.55 ,6,0.6,-34.95 ,158.88 
7951,129.55 ,3,0.2,-22.67 ,161.94 
7952,5.98 ,2,0.2,2.24 ,7.48 
7953,861.76 ,4,0,249.91 ,861.76 
7954,66.96 ,4,0,2.68 ,66.96 
7955,6.24 ,2,0,3.06 ,6.24 
7956,435.17 ,4,0.2,-59.84 ,543.96 
7957,14.90 ,5,0,6.85 ,14.90 
7958,15.80 ,4,0,4.11 ,15.80 
7959,72.90 ,5,0,26.97 ,72.90 
7960,206.35 ,3,0.2,5.16 ,257.94 
7961,7.99 ,1,0.2,2.70 ,9.99 
7962,81.36 ,5,0.2,-19.32 ,101.70 
7963,20.23 ,8,0.7,-16.19 ,67.44 
7964,389.06 ,4,0.2,48.63 ,486.32 
7965,20.74 ,4,0.2,7.26 ,25.92 
7966,41.47 ,8,0.2,14.52 ,51.84 
7967,33.36 ,4,0,16.68 ,33.36 
7968,90.88 ,3,0.7,-190.85 ,302.94 
7969,15.99 ,1,0.2,-3.00 ,19.99 
7970,120.78 ,1,0.2,13.59 ,150.98 
7971,519.79 ,4,0.4,-112.62 ,866.32 
7972,31.18 ,3,0.2,-5.46 ,38.97 
7973,10.37 ,2,0.2,3.63 ,12.96 
7974,2.72 ,2,0.7,-1.91 ,9.08 
7975,254.35 ,3,0.2,0.00 ,317.94 
7976,3.76 ,3,0.7,-2.76 ,12.54 
7977,10.27 ,3,0.2,3.21 ,12.84 
7978,659.97 ,3,0,197.99 ,659.97 
7979,113.73 ,3,0,32.98 ,113.73 
7980,5.10 ,1,0.2,1.66 ,6.38 
7981,16.45 ,2,0.2,5.55 ,20.56 
7982,81.92 ,4,0,22.12 ,81.92 
7983,254.90 ,5,0,76.47 ,254.90 
7984,15.12 ,5,0.2,4.91 ,18.90 
7985,7.87 ,3,0.2,0.89 ,9.84 
7986,8.32 ,5,0.2,2.81 ,10.40 
7987,89.95 ,5,0,43.18 ,89.95 
7988,25.20 ,4,0,11.59 ,25.20 
7989,37.59 ,3,0,17.67 ,37.59 
7990,14.97 ,1,0,4.19 ,14.97 
7991,1.98 ,2,0,0.89 ,1.98 
7992,39.94 ,4,0.7,-26.62 ,133.12 
7993,18.46 ,2,0.2,2.31 ,23.08 
7994,4.90 ,3,0.7,-3.43 ,16.32 
